@relation sites-classification

@attribute possuiMaisDe3Imagens {s,n}
@attribute possuiPalavraHomework {s,n}
@attribute possuiPalavraExam {s,n}
@attribute possuiPalavraCourses {s,n}
@attribute possuiMaisDe150Palavras {s,n}
@attribute possuiPalavraScience {s,n}
@attribute nomeArquivoPossuiPalavraProjectOuProjects {s,n}
@attribute possuiPalavraProfessor {s,n}
@attribute tituloPossuiPalavraResearch {s,n}
@attribute possuiMaisDe6Imagens {s,n}
@attribute possuiPalavraInterestOuInterests {s,n}
@attribute possuiPalavraWorking {s,n}
@attribute possuiPalavraWe {s,n}
@attribute possuiPalavraWill {s,n}
@attribute possuiPalavraProgramming {s,n}
@attribute possuiPalavraI {s,n}
@attribute nomeArquivoPossuiPalavraPeople {s,n}
@attribute possuiPalavraCurrently {s,n}
@attribute possuiPalavraMe {s,n}
@attribute tituloPossuiPalavraProject {s,n}
@attribute possuiPalavraDepartmentOuDepartments {s,n}
@attribute possuiPalavraE-mailOuEmail {s,n}
@attribute possuiPalavraCourse {s,n}
@attribute possuiPalavraInstructorOrInstructors {s,n}
@attribute possuiPalavraMember {s,n}
@attribute possuiPalavraGradeOuGrades {s,n}
@attribute nomeArquivoPossuiPalavraFaculty {s,n}
@attribute possuiPalavraPrerequisites {s,n}
@attribute tituloPossuiPalavraGroup {s,n}
@attribute possuiMaisDe22Links {s,n}
@attribute possuiPalavraHours {s,n}
@attribute possuiPalavraIntroduction {s,n}
@attribute possuiPalavraResearch {s,n}
@attribute possuiMaisDe17Links {s,n}
@attribute tituloPossuiPalavraLaboratory {s,n}
@attribute nomeArquivoPossuiPalavraCSMaisUmNumero {s,n}
@attribute nomeArquivoPossuiPalavraUser {s,n}
@attribute possuiPalavraFaculty {s,n}
@attribute possuiPalavraMy {s,n}
@attribute possuiPalavraProjectOuProjects {s,n}
@attribute possuiPalavraIam {s,n}
@attribute tamanhoArquivoMaiorQue5000Bytes {s,n}
@attribute nomeArquivoPossuiPalavraCourse {s,n}
@attribute possuiPalavraSyllabus {s,n}
@attribute classification {course,department,faculty,other,project,staff,student}

@data
n,n,n,n,s,s,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,n,s,n,n,s,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
s,n,n,n,n,s,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,project
s,n,n,n,s,n,s,n,n,n,n,n,s,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,s,s,s,n,s,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,s,n,n,project
s,n,n,n,s,s,s,s,n,n,n,s,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,s,s,s,n,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,s,n,n,project
s,n,n,n,s,s,s,s,n,n,n,s,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,n,s,s,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,n,s,s,s,n,n,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,s,s,s,n,n,n,s,s,s,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,s,s,s,n,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,project
s,n,n,n,s,n,s,s,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,s,s,s,n,n,n,n,s,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,project
s,n,n,n,n,s,s,s,s,n,n,n,s,n,s,n,n,s,n,n,n,n,s,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,s,s,s,n,n,n,n,s,s,s,n,n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,n,s,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,project
s,n,n,n,s,n,s,n,n,s,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,n,s,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,s,s,s,n,s,s,n,s,s,s,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,n,n,s,s,n,n,n,s,n,s,n,s,n,n,project
n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,s,n,s,n,n,n,n,project
n,n,n,n,s,s,n,n,n,n,n,n,n,s,s,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,n,s,n,n,n,n,n,n,s,n,s,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,project
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,n,s,n,n,n,n,project
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,n,s,n,n,n,n,project
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,n,s,n,n,n,n,project
n,n,n,n,n,s,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,n,s,n,n,n,n,project
n,n,n,n,n,s,n,n,n,n,n,n,s,n,s,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,s,n,n,n,s,s,n,n,s,s,n,n,n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,s,s,n,n,n,n,s,n,s,n,n,project
s,n,n,s,n,s,n,n,n,n,n,s,n,n,n,s,n,s,n,n,s,n,n,n,n,n,n,n,s,n,n,n,s,s,n,n,n,n,n,s,n,n,n,n,project
n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,n,s,n,n,n,n,project
n,n,n,n,s,s,n,n,n,n,s,s,n,s,s,n,n,n,n,n,s,n,s,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,s,s,n,n,s,n,n,n,n,s,n,s,n,s,n,n,s,s,n,n,n,n,n,n,s,s,n,n,s,s,n,n,n,n,n,n,n,s,n,n,project
n,n,n,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,project
%universidade texas
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,project
n,n,n,n,n,s,n,n,n,n,n,n,n,n,s,s,n,s,n,n,s,n,n,n,n,n,n,n,n,s,n,n,n,s,s,n,s,s,n,n,n,s,n,n,project
n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,project
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,project
s,n,n,n,s,s,n,s,n,n,n,n,n,s,s,n,n,n,n,n,s,s,n,n,s,n,n,n,n,s,n,n,s,s,n,n,s,n,n,s,n,s,n,n,project
n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,s,n,n,s,n,n,n,n,project
s,n,n,n,n,s,n,n,n,s,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,project
n,n,n,n,n,s,n,s,s,n,s,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,s,n,n,s,n,n,n,n,project
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,s,n,n,s,n,n,n,n,project
s,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,s,n,n,s,n,n,n,n,n,n,n,s,s,n,n,s,s,n,n,s,n,n,s,n,s,n,n,project
n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,s,n,n,n,n,s,n,n,project
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,s,n,n,project
s,n,n,n,n,s,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,s,s,n,n,s,n,n,n,n,s,n,n,project
n,n,n,n,s,n,n,n,s,n,s,n,s,s,s,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,n,s,s,s,n,n,s,n,n,n,n,s,n,n,project
n,n,n,n,s,n,n,n,n,n,n,n,s,s,s,n,n,s,n,n,s,n,n,n,n,n,n,n,s,s,n,s,s,s,n,n,s,n,n,n,n,s,n,n,project
n,n,n,n,n,s,n,s,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,s,n,n,n,n,s,n,n,project
s,n,n,n,s,n,n,s,n,n,n,n,s,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,s,s,n,n,s,n,s,s,n,s,n,n,project
n,n,n,n,s,s,n,n,n,n,s,n,s,n,n,n,n,n,n,n,n,s,n,n,s,n,n,n,s,n,n,n,s,n,n,n,s,s,n,s,n,s,n,n,project
n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,s,n,n,s,n,n,n,n,n,n,n,s,s,n,n,n,s,n,n,s,s,n,n,n,s,n,n,project
n,n,n,n,n,s,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
%universidade washington
s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,project
n,n,n,n,n,s,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,n,project
s,n,n,n,s,s,n,n,s,n,n,s,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,s,n,s,n,s,n,n,project
n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,n,project
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,project
n,n,n,n,s,s,n,n,n,n,s,s,s,n,s,n,n,s,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,n,s,n,s,n,n,n,n,n,s,n,s,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,s,n,s,s,n,n,n,s,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,n,s,n,n,n,n,project
n,n,n,n,n,s,s,n,n,n,n,n,s,n,n,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,n,s,s,s,n,n,n,n,s,s,s,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,s,n,n,project
n,n,n,n,s,n,s,n,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,s,s,s,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,s,s,n,n,n,n,s,n,s,n,n,project
s,n,n,n,n,s,s,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,n,s,n,s,n,n,n,n,s,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,s,n,s,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,s,n,s,n,n,project
s,n,n,n,s,n,s,n,n,n,n,n,s,s,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,project
n,n,n,n,s,s,s,n,n,n,n,n,n,s,s,n,n,n,n,s,s,n,n,n,n,n,n,n,n,s,n,s,n,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,s,n,s,n,s,n,n,project
%universidade wisconsin
n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,s,n,s,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,project
n,n,n,n,s,n,s,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,project
n,n,n,n,s,n,s,n,n,n,n,n,s,n,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,project
s,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,n,s,n,n,n,n,n,n,s,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,s,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,n,s,n,n,n,n,n,n,s,s,n,n,n,n,n,n,s,s,s,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
s,n,n,n,n,n,n,n,n,s,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,s,n,n,n,n,n,n,s,s,s,s,n,n,s,n,s,s,n,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,s,s,n,n,n,n,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,s,s,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,s,n,n,n,n,n,n,n,s,s,s,n,n,s,n,n,s,n,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,s,n,s,n,s,n,n,project
n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,project
n,n,n,n,s,s,n,n,n,n,n,n,s,n,s,n,n,s,s,n,s,s,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,n,n,s,n,n,project
n,n,n,n,s,s,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,s,n,n,project
s,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,s,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,project
s,n,n,n,s,n,s,n,n,s,n,s,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,project
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,project
s,n,n,n,n,n,n,n,n,s,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,project
s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,project
s,n,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,project
n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,n,n,s,s,n,n,n,n,n,n,n,s,n,n,project
s,n,n,n,s,n,n,n,n,s,n,s,s,s,n,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,n,s,n,n,project
%categoria staff
%universidade cornell
n,n,n,n,s,s,n,n,s,n,n,n,n,s,n,s,s,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,s,s,n,n,staff
n,n,n,n,s,s,n,n,n,n,s,s,s,s,n,s,s,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,s,s,n,n,staff
s,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,n,s,n,n,n,staff
s,n,n,n,s,s,n,n,n,n,n,n,s,s,s,n,n,s,n,n,s,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,n,s,n,n,s,n,n,staff
n,n,n,n,n,s,n,n,n,n,s,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,n,n,n,n,staff
n,n,n,n,s,n,n,s,n,n,s,n,n,n,s,s,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,s,s,s,s,n,n,staff
n,n,n,n,s,n,n,n,n,n,n,n,n,s,n,s,s,n,n,n,n,s,n,n,s,n,n,n,n,n,n,n,s,n,n,n,n,n,s,n,n,s,n,n,staff
n,n,n,n,s,s,n,n,n,n,n,s,n,n,n,s,s,s,n,n,s,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,s,n,n,n,staff
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,staff
n,n,n,n,s,s,n,n,n,n,s,n,n,s,n,s,s,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,n,s,n,n,staff
s,n,n,n,n,s,n,n,n,s,n,n,n,s,n,n,s,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,s,n,n,s,n,n,staff
n,n,n,n,s,s,n,n,n,n,n,s,n,s,n,s,s,n,s,n,s,n,n,n,s,n,n,n,n,s,n,n,s,s,n,n,n,n,s,s,s,s,n,n,staff
n,n,n,n,n,s,n,n,n,n,n,n,n,s,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,n,n,n,n,staff
n,n,n,n,s,s,n,n,n,n,n,n,n,n,s,s,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,n,s,n,s,n,n,staff
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,staff
n,n,n,n,n,s,n,n,n,n,n,s,n,n,n,s,s,s,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,s,s,n,n,n,staff
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,n,n,n,n,n,staff
n,n,n,n,n,s,n,n,n,n,s,s,n,n,n,s,s,n,n,n,s,n,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,s,s,s,s,n,n,staff
n,n,n,n,s,s,n,s,n,n,s,s,n,n,s,s,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,n,s,s,s,n,n,staff
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,staff
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,staff
%universidade misc
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,s,s,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,n,n,n,n,staff
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,staff
n,n,n,n,s,s,n,n,n,n,n,s,n,n,n,s,n,s,s,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,n,s,n,n,n,staff
s,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,staff
n,n,n,n,n,s,s,n,n,n,s,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,s,s,n,n,n,n,n,s,n,n,n,n,staff
n,n,n,n,s,s,s,n,n,n,s,n,n,n,s,s,n,s,n,n,s,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,s,s,s,n,n,n,staff
s,n,n,n,s,s,s,s,n,s,n,s,n,n,n,s,n,s,n,n,s,s,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,n,s,n,s,n,n,staff
s,n,n,n,n,s,n,n,n,n,n,s,n,n,n,n,n,s,s,n,s,n,n,n,s,n,n,n,n,n,n,n,s,s,n,n,n,n,s,n,n,n,n,n,staff
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,staff
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,staff
n,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,staff
s,n,n,n,s,s,n,n,n,s,s,s,n,n,n,s,n,n,s,n,n,n,s,n,n,n,n,n,n,n,s,n,s,n,n,n,n,n,s,s,s,s,n,n,staff
n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,s,s,n,n,n,staff
s,n,n,s,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,staff
n,n,n,n,n,s,n,n,n,n,s,n,n,n,n,s,n,n,n,n,s,s,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,n,s,s,n,n,n,staff
s,n,n,n,s,s,n,n,n,n,n,n,s,n,n,s,n,n,s,n,s,n,n,n,n,n,n,n,n,s,n,n,n,s,n,n,n,n,s,n,s,n,n,n,staff
n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,s,n,n,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,n,n,n,n,staff
s,n,n,n,s,s,n,n,n,s,s,n,s,s,n,s,n,s,n,n,n,s,n,n,n,n,n,n,n,s,n,n,s,s,n,n,n,n,s,s,s,s,n,n,staff
n,n,n,n,n,s,n,n,n,n,n,s,n,n,n,s,n,s,s,n,n,s,s,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,s,n,s,n,n,n,staff
